id,orders
Prague_1_2024-03-16,9866.859235228885
Prague_1_2024-03-17,9916.674091466148
Prague_1_2024-03-18,9878.975369692684
Prague_1_2024-03-19,9867.217106817969
Prague_1_2024-03-20,9809.263523354795
Prague_1_2024-03-21,9704.661008727333
Prague_1_2024-03-22,11306.68048337761
Prague_1_2024-03-23,9775.866489959242
Prague_1_2024-03-24,9770.8418319158
Prague_1_2024-03-25,9764.00703936213
Prague_1_2024-03-26,9706.422768356295
Prague_1_2024-03-27,9582.467836483078
Prague_1_2024-03-28,10121.999723367142
Prague_1_2024-03-29,10055.540803149
Prague_1_2024-03-30,8336.813343068334
Prague_1_2024-03-31,8329.286950590682
Prague_1_2024-04-01,7576.2706640278
Prague_1_2024-04-02,9786.856906301202
Prague_1_2024-04-03,9815.537171834943
Prague_1_2024-04-04,9617.198885241321
Prague_1_2024-04-05,11164.084179246902
Prague_1_2024-04-06,9656.966614755349
Prague_1_2024-04-07,9621.90061474028
Prague_1_2024-04-08,9772.952553544932
Prague_1_2024-04-09,9947.186203492385
Prague_1_2024-04-10,9941.846963036684
Prague_1_2024-04-11,9862.739663426883
Prague_1_2024-04-12,11258.768255001398
Prague_1_2024-04-13,9750.383030919214
Prague_1_2024-04-14,9775.172040626734
Prague_1_2024-04-15,9766.235957363459
Prague_1_2024-04-16,9750.436233642256
Prague_1_2024-04-17,9791.530494849521
Prague_1_2024-04-18,9752.808538143614
Prague_1_2024-04-19,11253.062600185223
Prague_1_2024-04-20,9693.540482868095
Prague_1_2024-04-21,9603.89812376199
Prague_1_2024-04-22,9600.944323800157
Prague_1_2024-04-23,9666.34110010198
Prague_1_2024-04-24,9642.714162252225
Prague_1_2024-04-25,9632.921813246063
Prague_1_2024-04-26,11048.022971772969
Prague_1_2024-04-27,9461.071567301195
Prague_1_2024-04-28,9347.64898418828
Prague_1_2024-04-29,9393.940413680126
Prague_1_2024-04-30,9574.806152471187
Prague_1_2024-05-01,8934.934003756656
Prague_1_2024-05-02,9659.189049638466
Prague_1_2024-05-03,11165.330878796582
Prague_1_2024-05-04,9503.852103058056
Prague_1_2024-05-05,9527.435861796326
Prague_1_2024-05-06,9545.078654742347
Prague_1_2024-05-07,10123.932276521977
Prague_1_2024-05-08,9918.908825064877
Prague_1_2024-05-09,9782.755240961491
Prague_1_2024-05-10,11239.967933474276
Prague_1_2024-05-11,9746.709017437273
Prague_1_2024-05-12,9653.464162289127
Prague_1_2024-05-13,9649.00207237996
Prague_1_2024-05-14,9673.895632380329
Prague_1_2024-05-15,9664.959549117051
Brno_1_2024-03-16,8705.162152041068
Brno_1_2024-03-17,8738.504904024785
Brno_1_2024-03-18,8700.56492270995
Brno_1_2024-03-19,8677.128444345148
Brno_1_2024-03-20,8632.263296404644
Brno_1_2024-03-21,8554.67149503007
Brno_1_2024-03-22,9916.616883733788
Brno_1_2024-03-23,8623.00640293455
Brno_1_2024-03-24,8655.93275648364
Brno_1_2024-03-25,8617.3607408161
Brno_1_2024-03-26,8577.202194164485
Brno_1_2024-03-27,8460.08802948159
Brno_1_2024-03-28,8900.099530115269
Brno_1_2024-03-29,9187.774747903217
Brno_1_2024-03-30,7828.153926735607
Brno_1_2024-03-31,7812.393472629096
Brno_1_2024-04-01,7044.469510178517
Brno_1_2024-04-02,8690.789996186952
Brno_1_2024-04-03,8672.374493308233
Brno_1_2024-04-04,8493.073037949718
Brno_1_2024-04-05,9875.736679478376
Brno_1_2024-04-06,8513.310091787762
Brno_1_2024-04-07,8495.08262823383
Brno_1_2024-04-08,8630.605166516065
Brno_1_2024-04-09,8777.67944541174
Brno_1_2024-04-10,8765.370278733146
Brno_1_2024-04-11,8709.00376256422
Brno_1_2024-04-12,9984.650764279615
Brno_1_2024-04-13,8678.922975769468
Brno_1_2024-04-14,8710.207949720141
Brno_1_2024-04-15,8692.740546211007
Brno_1_2024-04-16,8677.012195418416
Brno_1_2024-04-17,8706.931892064757
Brno_1_2024-04-18,8667.257564021187
Brno_1_2024-04-19,9978.308725718744
Brno_1_2024-04-20,8610.902421395156
Brno_1_2024-04-21,8541.054574587508
Brno_1_2024-04-22,8548.786485406577
Brno_1_2024-04-23,8598.160245953886
Brno_1_2024-04-24,8613.04404193408
Brno_1_2024-04-25,8575.959579001666
Brno_1_2024-04-26,9869.248789635578
Brno_1_2024-04-27,8427.522410150534
Brno_1_2024-04-28,8339.76993349377
Brno_1_2024-04-29,8375.300808526583
Brno_1_2024-04-30,8498.70896998855
Brno_1_2024-05-01,8185.441555003253
Brno_1_2024-05-02,8617.463979393358
Brno_1_2024-05-03,9797.771292858097
Brno_1_2024-05-04,8437.689856533409
Brno_1_2024-05-05,8449.950524604003
Brno_1_2024-05-06,8448.851888511388
Brno_1_2024-05-07,8807.809298269747
Brno_1_2024-05-08,9167.804375485897
Brno_1_2024-05-09,8744.145287156281
Brno_1_2024-05-10,9860.857545573648
Brno_1_2024-05-11,8657.983246508276
Brno_1_2024-05-12,8624.933951009314
Brno_1_2024-05-13,8635.384070571525
Brno_1_2024-05-14,8663.01361584123
Brno_1_2024-05-15,8650.098432922834
Prague_2_2024-03-16,5832.941689059155
Prague_2_2024-03-17,5881.3186631146855
Prague_2_2024-03-18,5856.817414371701
Prague_2_2024-03-19,5842.774297901881
Prague_2_2024-03-20,5794.175634561077
Prague_2_2024-03-21,5712.608230005824
Prague_2_2024-03-22,6965.009851613717
Prague_2_2024-03-23,5782.13187643549
Prague_2_2024-03-24,5828.308552731113
Prague_2_2024-03-25,5814.581793011053
Prague_2_2024-03-26,5765.540505990609
Prague_2_2024-03-27,5656.7317292267835
Prague_2_2024-03-28,6010.85686882795
Prague_2_2024-03-29,6201.548606289216
Prague_2_2024-03-30,4859.329471204627
Prague_2_2024-03-31,4873.627038224536
Prague_2_2024-04-01,4239.275957503383
Prague_2_2024-04-02,6009.399981289864
Prague_2_2024-04-03,5950.200818405464
Prague_2_2024-04-04,5746.236414379959
Prague_2_2024-04-05,7003.674167725166
Prague_2_2024-04-06,5754.379898314689
Prague_2_2024-04-07,5725.082326434325
Prague_2_2024-04-08,5835.696414688117
Prague_2_2024-04-09,6002.191697962223
Prague_2_2024-04-10,6000.8035349920065
Prague_2_2024-04-11,5927.561888822307
Prague_2_2024-04-12,7057.070757001614
Prague_2_2024-04-13,5822.481434830667
Prague_2_2024-04-14,5846.480036406701
Prague_2_2024-04-15,5835.744956878883
Prague_2_2024-04-16,5826.428494622979
Prague_2_2024-04-17,5866.0848736485095
Prague_2_2024-04-18,5840.560389973083
Prague_2_2024-04-19,7064.430672155195
Prague_2_2024-04-20,5788.362401224828
Prague_2_2024-04-21,5719.411822804867
Prague_2_2024-04-22,5721.8418489327105
Prague_2_2024-04-23,5780.172964342614
Prague_2_2024-04-24,5807.544608311096
Prague_2_2024-04-25,5792.259226219458
Prague_2_2024-04-26,6983.6755584836
Prague_2_2024-04-27,5644.8325982517235
Prague_2_2024-04-28,5541.510085882386
Prague_2_2024-04-29,5574.0318915715925
Prague_2_2024-04-30,5623.146952199235
Prague_2_2024-05-01,5567.884469403401
Prague_2_2024-05-02,5903.009020395087
Prague_2_2024-05-03,7092.231350668604
Prague_2_2024-05-04,5654.770462922949
Prague_2_2024-05-05,5659.168715324791
Prague_2_2024-05-06,5663.810675703983
Prague_2_2024-05-07,6007.7008812793465
Prague_2_2024-05-08,6274.683545724577
Prague_2_2024-05-09,5935.359590458263
Prague_2_2024-05-10,7121.2581412677555
Prague_2_2024-05-11,5835.0694517684215
Prague_2_2024-05-12,5745.6347922588175
Prague_2_2024-05-13,5741.56379194478
Prague_2_2024-05-14,5763.424920909188
Prague_2_2024-05-15,5752.689841381367
Prague_3_2024-03-16,5244.0586958544245
Prague_3_2024-03-17,5283.866940322313
Prague_3_2024-03-18,5266.733175507525
Prague_3_2024-03-19,5253.92519146189
Prague_3_2024-03-20,5208.115554502389
Prague_3_2024-03-21,5150.641639235769
Prague_3_2024-03-22,6396.940639957156
Prague_3_2024-03-23,5203.479016667812
Prague_3_2024-03-24,5252.107074890407
Prague_3_2024-03-25,5238.697258111933
Prague_3_2024-03-26,5204.1825549049645
Prague_3_2024-03-27,5111.315341662583
Prague_3_2024-03-28,5496.060163849505
Prague_3_2024-03-29,5746.30603431187
Prague_3_2024-03-30,4398.670330047653
Prague_3_2024-03-31,4401.258330627933
Prague_3_2024-04-01,3705.387540384544
Prague_3_2024-04-02,5420.255277663979
Prague_3_2024-04-03,5367.3043801937065
Prague_3_2024-04-04,5194.803113427474
Prague_3_2024-04-05,6451.965570893556
Prague_3_2024-04-06,5196.697449735078
Prague_3_2024-04-07,5170.447660757771
Prague_3_2024-04-08,5252.658279514732
Prague_3_2024-04-09,5376.806241160806
Prague_3_2024-04-10,5375.769532295148
Prague_3_2024-04-11,5319.928568898069
Prague_3_2024-04-12,6462.1437607587495
Prague_3_2024-04-13,5232.86532496214
Prague_3_2024-04-14,5252.9698853659465
Prague_3_2024-04-15,5246.90683082059
Prague_3_2024-04-16,5240.080251776222
Prague_3_2024-04-17,5271.167901214112
Prague_3_2024-04-18,5253.0109014668815
Prague_3_2024-04-19,6473.632375707572
Prague_3_2024-04-20,5204.837071524114
Prague_3_2024-04-21,5157.661936031766
Prague_3_2024-04-22,5153.154053681995
Prague_3_2024-04-23,5201.73680857189
Prague_3_2024-04-24,5232.789351049717
Prague_3_2024-04-25,5219.379534271242
Prague_3_2024-04-26,6439.314235237294
Prague_3_2024-04-27,5102.421053638425
Prague_3_2024-04-28,5016.334961463405
Prague_3_2024-04-29,5043.45502287823
Prague_3_2024-04-30,5113.437932465602
Prague_3_2024-05-01,4952.2053575737
Prague_3_2024-05-02,5318.653860106462
Prague_3_2024-05-03,6504.736920466788
Prague_3_2024-05-04,5109.112908610662
Prague_3_2024-05-05,5109.918831929449
Prague_3_2024-05-06,5110.200891637296
Prague_3_2024-05-07,5418.741293932791
Prague_3_2024-05-08,5659.1146085497185
Prague_3_2024-05-09,5327.207010710917
Prague_3_2024-05-10,6488.58780655653
Prague_3_2024-05-11,5231.018357443981
Prague_3_2024-05-12,5157.4280521184755
Prague_3_2024-05-13,5153.714920438088
Prague_3_2024-05-14,5171.6820082302675
Prague_3_2024-05-15,5165.618953684911
Munich_1_2024-03-16,5573.460552584157
Munich_1_2024-03-18,5606.86945689417
Munich_1_2024-03-19,5599.170622696075
Munich_1_2024-03-20,5539.255124887859
Munich_1_2024-03-21,5438.983651744109
Munich_1_2024-03-22,6288.694759246506
Munich_1_2024-03-23,5554.746436115618
Munich_1_2024-03-25,5647.467363954523
Munich_1_2024-03-26,5633.230399139031
Munich_1_2024-03-27,5519.277824828905
Munich_1_2024-03-28,5873.19621370927
Munich_1_2024-03-30,5281.840313926834
Munich_1_2024-04-02,5903.5254103695315
Munich_1_2024-04-03,5798.439953679681
Munich_1_2024-04-04,5598.762810366942
Munich_1_2024-04-05,6344.431334805804
Munich_1_2024-04-06,5526.016405863048
Munich_1_2024-04-08,5582.736682028133
Munich_1_2024-04-09,5782.4029961274955
Munich_1_2024-04-10,5766.942944904781
Munich_1_2024-04-11,5690.310674078422
Munich_1_2024-04-12,6377.904886785789
Munich_1_2024-04-13,5568.53386155582
Munich_1_2024-04-15,5608.383090521012
Munich_1_2024-04-16,5610.162576339328
Munich_1_2024-04-17,5672.174157969085
Munich_1_2024-04-18,5608.3583798982
Munich_1_2024-04-19,6422.005631724689
Munich_1_2024-04-20,5544.46453207197
Munich_1_2024-04-22,5464.509365064563
Munich_1_2024-04-23,5508.257711866686
Munich_1_2024-04-24,5585.891866462291
Munich_1_2024-04-25,5580.910507688606
Munich_1_2024-04-26,6417.725470881914
Munich_1_2024-04-27,5453.070641276111
Munich_1_2024-04-29,5368.180815311222
Munich_1_2024-04-30,5364.8062697092555
Munich_1_2024-05-02,5823.849055496246
Munich_1_2024-05-03,6512.683365703998
Munich_1_2024-05-04,5571.749580863369
Munich_1_2024-05-06,5501.000978568216
Munich_1_2024-05-07,5459.97652212336
Munich_1_2024-05-08,5556.932411011375
Munich_1_2024-05-10,6506.488934208906
Munich_1_2024-05-11,5662.6589538342005
Munich_1_2024-05-13,5552.073082028771
Munich_1_2024-05-14,5574.8944890206785
Munich_1_2024-05-15,5591.335635660775
Frankfurt_1_2024-03-16,1732.8812853671918
