id,orders
Prague_1_2024-03-16,10426.758874779665
Prague_1_2024-03-17,10333.422091172491
Prague_1_2024-03-18,9720.989123573776
Prague_1_2024-03-19,9469.576284125684
Prague_1_2024-03-20,9502.86147837121
Prague_1_2024-03-21,9644.771304411459
Prague_1_2024-03-22,11450.362770562215
Prague_1_2024-03-23,10309.550211248912
Prague_1_2024-03-24,10157.441102615448
Prague_1_2024-03-25,9566.403429519958
Prague_1_2024-03-26,9257.042231041076
Prague_1_2024-03-27,9259.467643516959
Prague_1_2024-03-28,10552.278903811482
Prague_1_2024-03-29,10690.234719165861
Prague_1_2024-03-30,8864.77666730243
Prague_1_2024-03-31,8923.487148999478
Prague_1_2024-04-01,7026.518757706947
Prague_1_2024-04-02,9478.072974670398
Prague_1_2024-04-03,9344.747619373797
Prague_1_2024-04-04,9538.909920209444
Prague_1_2024-04-05,11398.099602252796
Prague_1_2024-04-06,10290.349404408384
Prague_1_2024-04-07,10114.362923158267
Prague_1_2024-04-08,9662.242870642287
Prague_1_2024-04-09,9418.471911492084
Prague_1_2024-04-10,9453.204581487184
Prague_1_2024-04-11,9640.467514523149
Prague_1_2024-04-12,11417.083174445545
Prague_1_2024-04-13,10326.509595464273
Prague_1_2024-04-14,10255.60492252884
Prague_1_2024-04-15,9669.100893283248
Prague_1_2024-04-16,9380.668894425597
Prague_1_2024-04-17,9421.711177009875
Prague_1_2024-04-18,9594.224034046305
Prague_1_2024-04-19,11347.087557712946
Prague_1_2024-04-20,10259.434625592625
Prague_1_2024-04-21,10162.911048719114
Prague_1_2024-04-22,9622.632771121596
Prague_1_2024-04-23,9261.42560888406
Prague_1_2024-04-24,9171.222829819526
Prague_1_2024-04-25,9339.08376881543
Prague_1_2024-04-26,11167.022885384213
Prague_1_2024-04-27,10007.2054780836
Prague_1_2024-04-28,9945.725474065188
Prague_1_2024-04-29,9491.822570163496
Prague_1_2024-04-30,9416.019317955297
Prague_1_2024-05-01,8626.981754115712
Prague_1_2024-05-02,9233.226026785374
Prague_1_2024-05-03,11204.025634197305
Prague_1_2024-05-04,10022.57403920378
Prague_1_2024-05-05,9933.10904511771
Prague_1_2024-05-06,9511.125817591714
Prague_1_2024-05-07,9761.55702459813
Prague_1_2024-05-08,9944.274106102665
Prague_1_2024-05-09,9329.184686676384
Prague_1_2024-05-10,11253.918045115752
Prague_1_2024-05-11,10118.311418039126
Prague_1_2024-05-12,10062.022539353587
Prague_1_2024-05-13,9596.216215465098
Prague_1_2024-05-14,9278.858792360492
Prague_1_2024-05-15,9315.67710312967
Brno_1_2024-03-16,9476.169715120932
Brno_1_2024-03-17,8657.848276564655
Brno_1_2024-03-18,8421.09986762835
Brno_1_2024-03-19,8418.0460802854
Brno_1_2024-03-20,8435.420374254189
Brno_1_2024-03-21,8819.532640833579
Brno_1_2024-03-22,10222.907503649552
Brno_1_2024-03-23,9403.509333860045
Brno_1_2024-03-24,8583.995926058935
Brno_1_2024-03-25,8318.635731245638
Brno_1_2024-03-26,8283.681768059621
Brno_1_2024-03-27,8301.05606202841
Brno_1_2024-03-28,9590.979695279326
Brno_1_2024-03-29,9899.357838005866
Brno_1_2024-03-30,8687.879737753803
Brno_1_2024-03-31,8052.986256831434
Brno_1_2024-04-01,6486.286628415002
Brno_1_2024-04-02,8467.789711231915
Brno_1_2024-04-03,8282.139051387472
Brno_1_2024-04-04,8755.44970137225
Brno_1_2024-04-05,10258.208039006628
Brno_1_2024-04-06,9409.651878341965
Brno_1_2024-04-07,8508.494675841255
Brno_1_2024-04-08,8339.727974204303
Brno_1_2024-04-09,8382.864524004823
Brno_1_2024-04-10,8404.662181475944
Brno_1_2024-04-11,8828.324451786879
Brno_1_2024-04-12,10277.254384480993
Brno_1_2024-04-13,9456.282562998378
Brno_1_2024-04-14,8637.961124442101
Brno_1_2024-04-15,8388.593197013339
Brno_1_2024-04-16,8410.32354167618
Brno_1_2024-04-17,8427.697835644969
Brno_1_2024-04-18,8803.796263112146
Brno_1_2024-04-19,10229.508172053354
Brno_1_2024-04-20,9412.4624276965
Brno_1_2024-04-21,8590.40883604074
Brno_1_2024-04-22,8361.052509614072
Brno_1_2024-04-23,8313.816328684827
Brno_1_2024-04-24,8296.380412893286
Brno_1_2024-04-25,8684.794842550378
Brno_1_2024-04-26,10140.056700779389
Brno_1_2024-04-27,9289.46335135064
Brno_1_2024-04-28,8453.984254933266
Brno_1_2024-04-29,8282.123904750835
Brno_1_2024-04-30,8269.131724295898
Brno_1_2024-05-01,8095.297067250975
Brno_1_2024-05-02,8621.489922701981
Brno_1_2024-05-03,10041.552942026174
Brno_1_2024-05-04,9265.150730137286
Brno_1_2024-05-05,8450.815821869259
Brno_1_2024-05-06,8232.983648201618
Brno_1_2024-05-07,8565.533633066258
Brno_1_2024-05-08,9342.872947957261
Brno_1_2024-05-09,8683.99403274481
Brno_1_2024-05-10,10073.250099237066
Brno_1_2024-05-11,9346.462490253281
Brno_1_2024-05-12,8574.116564391976
Brno_1_2024-05-13,8352.516638878738
Brno_1_2024-05-14,8382.497517528509
Brno_1_2024-05-15,8393.866004292573
Prague_2_2024-03-16,6229.815420162094
Prague_2_2024-03-17,6152.908595610038
Prague_2_2024-03-18,5695.662136678759
Prague_2_2024-03-19,5612.150902511865
Prague_2_2024-03-20,5645.43609675739
Prague_2_2024-03-21,5759.207466499521
Prague_2_2024-03-22,7050.8046342912685
Prague_2_2024-03-23,6116.998626025152
Prague_2_2024-03-24,6057.6826634873305
Prague_2_2024-03-25,5610.963368835047
Prague_2_2024-03-26,5472.155180652808
Prague_2_2024-03-27,5474.5805931286895
Prague_2_2024-03-28,6537.676428110219
Prague_2_2024-03-29,6802.9274450023695
Prague_2_2024-03-30,5341.560678414047
Prague_2_2024-03-31,5398.573143595511
Prague_2_2024-04-01,3801.516054435663
Prague_2_2024-04-02,5733.916774174462
Prague_2_2024-04-03,5571.0086815648965
Prague_2_2024-04-04,5772.924563376476
Prague_2_2024-04-05,7077.623585555633
Prague_2_2024-04-06,6194.228081784634
Prague_2_2024-04-07,6019.778376027405
